bath,balcony,price,total_sqft_int,bhk,price_per_sqft,area_type,Availability,location
2,1,35.5,750,2,4733.333333,Super built-up  Area,Ready To Move,Kengeri
3,2,80,1741,3,4595.06031,Super built-up  Area,Ready To Move,Kengeri
2,0,58,1200,2,4833.333333,Plot  Area,Ready To Move,Kengeri
2,1,36.5,750,2,4866.666667,Super built-up  Area,Ready To Move,Kengeri
1,1,18,416,1,4326.923077,Super built-up  Area,Ready To Move,Kengeri
2,0,49,883,2,5549.263873,Built-up  Area,Ready To Move,Kengeri
2,2,51,1052,2,4847.908745,Super built-up  Area,Ready To Move,Kengeri
2,2,63,1220,2,5163.934426,Super built-up  Area,Ready To Move,Kengeri
1,0,52,1150,1,4521.73913,Plot  Area,Ready To Move,Kengeri
2,2,53.5,1192,2,4488.255034,Super built-up  Area,Ready To Move,Kengeri
2,1,40,750,2,5333.333333,Super built-up  Area,Ready To Move,Kengeri
1,1,35,600,1,5833.333333,Built-up  Area,Ready To Move,Kengeri
2,1,51.5,1035,2,4975.845411,Super built-up  Area,Ready To Move,Kengeri
5,1.584375738,130,3000,8,4333.333333,Built-up  Area,Ready To Move,Kengeri
1,1,15,410,1,3658.536585,Built-up  Area,Ready To Move,Kengeri
1,1,17.19,416,1,4132.211538,Super built-up  Area,Ready To Move,Kengeri
4,3,100,2500,5,4000,Built-up  Area,Ready To Move,Kengeri
2,0,42,1082,3,3881.700555,Super built-up  Area,Ready To Move,Whitefield
1,0,95,1840,2,5163.043478,Plot  Area,Ready To Move,Whitefield
2,1,35,890,2,3932.58427,Super built-up  Area,Ready To Move,Kengeri Satellite Town
2,1,45,883,2,5096.262741,Built-up  Area,Ready To Move,Kengeri Satellite Town
2,3,66,1415,3,4664.310954,Super built-up  Area,Ready To Move,Kengeri Satellite Town
1,1,30,930,1,3225.806452,Super built-up  Area,Ready To Move,Kengeri Satellite Town
2,1.584375738,78,1635,3,4770.642202,Super built-up  Area,Ready To Move,Kengeri Satellite Town
2,2,43,1050,2,4095.238095,Super built-up  Area,Ready To Move,Kengeri Satellite Town
2,3,42,1007,2,4170.804369,Super built-up  Area,Ready To Move,Kengeri Satellite Town
2,1,26,818,2,3178.484108,Super built-up  Area,Ready To Move,Kengeri Satellite Town
2,2,50,1030,2,4854.368932,Built-up  Area,Ready To Move,Kengeri Satellite Town
2,2,32,795,2,4025.157233,Super built-up  Area,Ready To Move,Kengeri Satellite Town
2,0,44.285,1302.5,2,3400,Super built-up  Area,Ready To Move,Kengeri Satellite Town
2,1,40,800,2,5000,Built-up  Area,Ready To Move,Kengeri Satellite Town
1,1,22,654,1,3363.914373,Super built-up  Area,Ready To Move,Kengeri Satellite Town
2,3,42,1060,2,3962.264151,Super built-up  Area,Ready To Move,Kengeri Satellite Town
2,1,33,750,2,4400,Super built-up  Area,Ready To Move,Kengeri Satellite Town
2,3,39,920,2,4239.130435,Super built-up  Area,Ready To Move,Kengeri Satellite Town
2,2,42,985,2,4263.959391,Super built-up  Area,Ready To Move,Kengeri Satellite Town
1,1,15,410,1,3658.536585,Super built-up  Area,Ready To Move,Kengeri Satellite Town
2,2,49,1120,2,4375,Super built-up  Area,Ready To Move,Kengeri Satellite Town
2,1,43,1110,2,3873.873874,Built-up  Area,Ready To Move,Kengeri Satellite Town
2,3,50,1170,2,4273.504274,Built-up  Area,Ready To Move,Kengeri Satellite Town
2,0,25,777.4,2,3215.847697,Super built-up  Area,Ready To Move,Kengeri Satellite Town
2,1,32,800,2,4000,Built-up  Area,Ready To Move,Kengeri Satellite Town
2,1,32,950,2,3368.421053,Built-up  Area,Ready To Move,Whitefield
2,2,48,1400,3,3428.571429,Built-up  Area,Ready To Move,Whitefield
2,2,28,800,2,3500,Built-up  Area,Ready To Move,Whitefield
2,1,30,904,2,3318.584071,Built-up  Area,Ready To Move,Whitefield
2,2,30,1000,2,3000,Super built-up  Area,Ready To Move,Whitefield
3,2,41,1240,3,3306.451613,Built-up  Area,Ready To Move,Whitefield
1,1,19.5,600,1,3250,Built-up  Area,Ready To Move,Whitefield
2,2,32,1080,2,2962.962963,Built-up  Area,Ready To Move,Whitefield
2,1,34,1000,2,3400,Super built-up  Area,Ready To Move,Whitefield
2,1,35,1015,2,3448.275862,Super built-up  Area,Ready To Move,Whitefield
3,3,165,1839,3,8972.267537,Super built-up  Area,Ready To Move,Whitefield
3,3,155,1904,3,8140.756303,Super built-up  Area,Ready To Move,Whitefield
2,2,125,1517,2,8239.947264,Super built-up  Area,Ready To Move,Whitefield
3,3,160,1839,3,8700.380642,Super built-up  Area,Ready To Move,Whitefield
4,2,89,2400,4,3708.333333,Plot  Area,Ready To Move,Whitefield
3,1,70,1200,3,5833.333333,Plot  Area,Ready To Move,Whitefield
2,2,27,850,2,3176.470588,Super built-up  Area,Ready To Move,Whitefield
2,1,22.8,829,2,2750.301568,Super built-up  Area,Ready To Move,Whitefield
3,1,184,1976,3,9311.740891,Super built-up  Area,Ready To Move,Whitefield
2,1,59,1012,2,5830.039526,Super built-up  Area,Ready To Move,Whitefield
2,2,59,1012,2,5830.039526,Built-up  Area,Ready To Move,Whitefield
3,2,75,1480,3,5067.567568,Built-up  Area,Ready To Move,Whitefield
3,2,70,1430,3,4895.104895,Built-up  Area,Ready To Move,Whitefield
1,3,60,1245,2,4819.277108,Super built-up  Area,Ready To Move,Whitefield
2,1,62,1012,2,6126.482213,Super built-up  Area,Ready To Move,Whitefield
2,2,57,1190,3,4789.915966,Super built-up  Area,Ready To Move,Whitefield
2,1,41,995,2,4120.603015,Built-up  Area,Ready To Move,Whitefield
2,2,75,1495,3,5016.722408,Super built-up  Area,Ready To Move,Whitefield
2,1,52,1125,2,4622.222222,Super built-up  Area,Ready To Move,Whitefield
2,3,48,1150,2,4173.913043,Built-up  Area,Ready To Move,Whitefield
2,3,43,1070,2,4018.691589,Super built-up  Area,Ready To Move,Whitefield
2,2,85,1620,3,5246.91358,Super built-up  Area,Ready To Move,Whitefield
2,1,45,1026,2,4385.964912,Super built-up  Area,Ready To Move,Whitefield
1,1,18,450,1,4000,Built-up  Area,Ready To Move,Whitefield
2,2,38.5,907,2,4244.762955,Super built-up  Area,Ready To Move,Whitefield
2,2,57,1181,2,4826.41829,Super built-up  Area,Ready To Move,Whitefield
2,1,42,900,2,4666.666667,Super built-up  Area,Ready To Move,Whitefield
3,3,66,1400,3,4714.285714,Super built-up  Area,Ready To Move,Whitefield
2,1,50,976,2,5122.95082,Super built-up  Area,Ready To Move,Whitefield
4,2,125,2700,5,4629.62963,Built-up  Area,Ready To Move,Whitefield
2,3,58,1299,2,4464.973056,Super built-up  Area,Ready To Move,Whitefield
2,2,55,1166,2,4716.981132,Built-up  Area,Ready To Move,Whitefield
3,0,65,1320,3,4924.242424,Built-up  Area,Ready To Move,Whitefield
2,2,56,1117,2,5013.428827,Super built-up  Area,Ready To Move,Whitefield
2,1,55,1200,2,4583.333333,Super built-up  Area,Ready To Move,Whitefield
2,2,60,1200,2,5000,Super built-up  Area,Ready To Move,Whitefield
2,1,51,1013,2,5034.550839,Super built-up  Area,Ready To Move,Whitefield
3,2,65,1324,3,4909.365559,Super built-up  Area,Ready To Move,Whitefield
2,1,38,965,2,3937.823834,Super built-up  Area,Ready To Move,Whitefield
2,2,32,866,2,3695.150115,Built-up  Area,Ready To Move,Whitefield
3,2,80,1442,3,5547.850208,Built-up  Area,Ready To Move,Whitefield
2,1,98,1270,2,7716.535433,Super built-up  Area,Ready To Move,Whitefield
1,1,53,655,1,8091.603053,Super built-up  Area,Ready To Move,Whitefield
3,2,150,1820,3,8241.758242,Super built-up  Area,Ready To Move,Whitefield
5,3,335,3252,4,10301.35301,Super built-up  Area,Ready To Move,Whitefield
4,1,270,2700,3,10000,Super built-up  Area,Ready To Move,Whitefield
4,2,260,2392,3,10869.56522,Super built-up  Area,Ready To Move,Whitefield
4,2,260,2408,3,10797.34219,Super built-up  Area,Ready To Move,Whitefield
4,1,260,2500,3,10400,Super built-up  Area,Ready To Move,Whitefield
3,2,130,1620,3,8024.691358,Built-up  Area,Ready To Move,Whitefield
5,3,388,3260,4,11901.84049,Super built-up  Area,Ready To Move,Whitefield
5,2,335,3197,4,10478.57366,Super built-up  Area,Ready To Move,Whitefield
2,1,150,1490,2,10067.11409,Built-up  Area,Ready To Move,Whitefield
4,0,88,1440,4,6111.111111,Plot  Area,Ready To Move,Whitefield
3,2,88,1909,3,4609.743321,Super built-up  Area,Ready To Move,Whitefield
2,1,51.99,1170,2,4443.589744,Super built-up  Area,Ready To Move,Whitefield
2,1,50.66,1140,2,4443.859649,Super built-up  Area,Ready To Move,Whitefield
2,1,53.33,1200,2,4444.166667,Super built-up  Area,Ready To Move,Whitefield
1,0,36,540,1,6666.666667,Built-up  Area,Ready To Move,Whitefield
2,2,50.66,1190,2,4257.142857,Super built-up  Area,Ready To Move,Whitefield
2,2,50.66,1140,2,4443.859649,Super built-up  Area,Ready To Move,Whitefield
3,2,120,1559,3,7697.241822,Super built-up  Area,Ready To Move,Whitefield
1,1,30.84,700,1,4405.714286,Super built-up  Area,Ready To Move,Whitefield
2,1,55.55,1250,2,4444,Super built-up  Area,Ready To Move,Whitefield
2,1,53.33,1200,2,4444.166667,Super built-up  Area,Ready To Move,Whitefield
2,2,49,952,2,5147.058824,Built-up  Area,Ready To Move,Whitefield
1,1,30.84,700,1,4405.714286,Super built-up  Area,Ready To Move,Whitefield
2,1,55.55,1250,2,4444,Super built-up  Area,Ready To Move,Whitefield
7,2,85,2456,7,3460.912052,Plot  Area,Ready To Move,Whitefield
2,2,50.66,1140,2,4443.859649,Super built-up  Area,Ready To Move,Whitefield
2,2,50.66,1140,2,4443.859649,Super built-up  Area,Ready To Move,Whitefield
3,1,223,2791,3,7989.967753,Super built-up  Area,Ready To Move,Whitefield
1,0,58,884,2,6561.085973,Built-up  Area,Ready To Move,Whitefield
2,1,73,1400,3,5214.285714,Super built-up  Area,Ready To Move,Whitefield
4,3,160,3000,4,5333.333333,Super built-up  Area,Ready To Move,Whitefield
2,3,180,2400,3,7500,Plot  Area,Ready To Move,Whitefield
2,2,85,1423,3,5973.295854,Super built-up  Area,Ready To Move,Whitefield
1,1,180,3040,2,5921.052632,Plot  Area,Ready To Move,Whitefield
2,2,47,1165,2,4034.334764,Super built-up  Area,Ready To Move,Whitefield
2,2,35,1050,2,3333.333333,Super built-up  Area,Ready To Move,Whitefield
2,1,57,1075,2,5302.325581,Super built-up  Area,Ready To Move,Whitefield
2,1,50,1000,2,5000,Super built-up  Area,Ready To Move,Whitefield
2,1,165,1320,2,12500,Super built-up  Area,Ready To Move,Koramangala
2,1,102,1253,2,8140.462889,Super built-up  Area,Ready To Move,Koramangala
3,2,160,1580,3,10126.58228,Super built-up  Area,Ready To Move,Koramangala
5,2,425,3500,4,12142.85714,Super built-up  Area,Ready To Move,Koramangala
1,1,110,1005,2,10945.27363,Super built-up  Area,Ready To Move,Koramangala
4,1,275,2292,3,11998.2548,Super built-up  Area,Ready To Move,Koramangala
2,3,100,1290,2,7751.937984,Super built-up  Area,Ready To Move,Koramangala
2,3,110,1300,2,8461.538462,Super built-up  Area,Ready To Move,Koramangala
2,2,119,1325,2,8981.132075,Super built-up  Area,Ready To Move,Koramangala
2,1,75.2,1140,2,6596.491228,Built-up  Area,Ready To Move,Koramangala
2,3,100,1260,2,7936.507937,Built-up  Area,Ready To Move,Koramangala
3,1.584375738,210,1975,3,10632.91139,Built-up  Area,Ready To Move,Koramangala
2,1,200,1900,2,10526.31579,Built-up  Area,Ready To Move,Koramangala
3,2,286,2292,3,12478.18499,Super built-up  Area,Ready To Move,Koramangala
3,3,290,2300,3,12608.69565,Built-up  Area,Ready To Move,Koramangala
2,1,150,1320,2,11363.63636,Super built-up  Area,Ready To Move,Koramangala
2,2,110,1320,2,8333.333333,Super built-up  Area,Ready To Move,Koramangala
4,1.584375738,775,5985,4,12949.03926,Super built-up  Area,Ready To Move,Koramangala
3,0,300,2246,3,13357.07925,Super built-up  Area,Ready To Move,Koramangala
2,1,100,1083,2,9233.610342,Super built-up  Area,Ready To Move,Koramangala
3,1,200,1744,3,11467.88991,Super built-up  Area,Ready To Move,Koramangala
2,1,128,1180,2,10847.45763,Super built-up  Area,Ready To Move,Koramangala
2,1,160,1320,2,12121.21212,Super built-up  Area,Ready To Move,Koramangala
2,2,125,1370,2,9124.087591,Built-up  Area,Ready To Move,Koramangala
2,2,85,1100,2,7727.272727,Super built-up  Area,Ready To Move,Koramangala
2,1,165,1249,2,13210.56845,Super built-up  Area,Ready To Move,Koramangala
2,2,100,1200,2,8333.333333,Built-up  Area,Ready To Move,Koramangala
3,2,300,2223,3,13495.27665,Super built-up  Area,Ready To Move,Koramangala
4,1,210,1744,3,12041.2844,Super built-up  Area,Ready To Move,Koramangala
4,2,245,1866,3,13129.68917,Super built-up  Area,Ready To Move,Koramangala
2,1,160,1320,2,12121.21212,Super built-up  Area,Ready To Move,Koramangala
2,2,103,1350,2,7629.62963,Built-up  Area,Ready To Move,Koramangala
4,0,625,6000,4,10416.66667,Built-up  Area,Ready To Move,Koramangala
2,1,160,1320,2,12121.21212,Super built-up  Area,Ready To Move,Koramangala
3,2,210,1710,3,12280.70175,Built-up  Area,Ready To Move,Koramangala
2,2,95,1355,2,7011.070111,Built-up  Area,Ready To Move,Koramangala
3,1,170,1600,3,10625,Super built-up  Area,Ready To Move,Koramangala
2,1,100,1260,2,7936.507937,Super built-up  Area,Ready To Move,Koramangala
5,1.584375738,600,5000,4,12000,Built-up  Area,Ready To Move,Whitefield
2,1,48.23,1206,2,3999.170813,Super built-up  Area,Ready To Move,Whitefield
2,2,40,1100,2,3636.363636,Built-up  Area,Ready To Move,Whitefield
2,1,47.88,1197,2,4000,Super built-up  Area,Ready To Move,Whitefield
2,1,47.8,1197,2,3993.316625,Super built-up  Area,Ready To Move,Whitefield
2,1,42.79,1070,2,3999.065421,Super built-up  Area,Ready To Move,Whitefield
2,2,38.6,1070,2,3607.476636,Super built-up  Area,Ready To Move,Whitefield
2,2,59.4,1485,3,4000,Super built-up  Area,Ready To Move,Whitefield
2,3,48.6,1215,3,4000,Super built-up  Area,Ready To Move,Whitefield
2,1,56.15,1404,3,3999.287749,Super built-up  Area,Ready To Move,Whitefield
2,1,51,1200,2,4250,Super built-up  Area,Ready To Move,Kothanur
2,1,150,2400,3,6250,Plot  Area,Ready To Move,Kothanur
3,1.584375738,110,1828,3,6017.50547,Super built-up  Area,Ready To Move,Kothanur
2,2,58,1186,2,4890.387858,Super built-up  Area,Ready To Move,Kothanur
3,2,105,1847,3,5684.894423,Super built-up  Area,Ready To Move,Kothanur
5,2,550,9600,5,5729.166667,Plot  Area,Ready To Move,Kothanur
3,3,70,1435,3,4878.04878,Super built-up  Area,Ready To Move,Kothanur
2,2,58,1187,2,4886.267902,Super built-up  Area,Ready To Move,Kothanur
3,2,110,1847,3,5955.603682,Super built-up  Area,Ready To Move,Kothanur
3,3,71,1460,3,4863.013699,Super built-up  Area,Ready To Move,Kothanur
2,2,59,1185,2,4978.902954,Super built-up  Area,Ready To Move,Kothanur
3,3,70,1436,3,4874.651811,Super built-up  Area,Ready To Move,Kothanur
3,3,71,1462,3,4856.361149,Super built-up  Area,Ready To Move,Kothanur
3,2,105,1790,3,5865.921788,Super built-up  Area,Ready To Move,Kothanur
2,1,45.5,1070,2,4252.336449,Super built-up  Area,Ready To Move,Kothanur
2,2,56,1145,2,4890.829694,Super built-up  Area,Ready To Move,Kothanur
5,1.584375738,230,3401,4,6762.716848,Plot  Area,Ready To Move,Kothanur
2,1.584375738,69,1455,2,4742.268041,Super built-up  Area,Ready To Move,Kothanur
1,1,30,627,1,4784.688995,Built-up  Area,Ready To Move,Kothanur
2,1,68.5,1302,2,5261.136713,Super built-up  Area,Ready To Move,Kothanur
3,1.584375738,111,1760,3,6306.818182,Super built-up  Area,Ready To Move,Kothanur
2,2,58,1185,2,4894.514768,Super built-up  Area,Ready To Move,Kothanur
1,0,75,1500,1,5000,Plot  Area,Ready To Move,Kothanur
2,2,53,1075,2,4930.232558,Super built-up  Area,Ready To Move,Kothanur
3,0,97,1790,3,5418.994413,Built-up  Area,Ready To Move,Kothanur
4,2,175,2700,4,6481.481481,Plot  Area,Ready To Move,Kothanur
2,2,106,1786,3,5935.050392,Super built-up  Area,Ready To Move,Kothanur
3,2,107,1787,3,5987.688864,Super built-up  Area,Ready To Move,Kothanur
2,2,54,1141,2,4732.690622,Super built-up  Area,Ready To Move,Kothanur
3,1.584375738,110,1760,3,6250,Super built-up  Area,Ready To Move,Kothanur
2,2,57,1160,2,4913.793103,Super built-up  Area,Ready To Move,Kothanur
2,2,55,1095,2,5022.83105,Super built-up  Area,Ready To Move,Kothanur
2,2,56,1142,2,4903.677758,Super built-up  Area,Ready To Move,Kothanur
2,2,54,1074,2,5027.932961,Super built-up  Area,Ready To Move,Kothanur
2,1,60,1285,2,4669.2607,Super built-up  Area,Ready To Move,Kothanur
2,2,53,1075,2,4930.232558,Super built-up  Area,Ready To Move,Kothanur
2,2,56,1140,2,4912.280702,Super built-up  Area,Ready To Move,Kothanur
2,1,70,1400,2,5000,Super built-up  Area,Ready To Move,Kothanur
2,2,56,1140,2,4912.280702,Super built-up  Area,Ready To Move,Kothanur
3,2,120,1787,3,6715.165081,Super built-up  Area,Ready To Move,Kothanur
2,2,59,1185,2,4978.902954,Super built-up  Area,Ready To Move,Kothanur
3,2,105,1790,3,5865.921788,Super built-up  Area,Ready To Move,Kothanur
2,2,55,1130,2,4867.256637,Super built-up  Area,Ready To Move,Kothanur
2,2,54,1094,2,4936.014625,Super built-up  Area,Ready To Move,Kothanur
3,2,80,1170,3,6837.606838,Built-up  Area,Ready To Move,Kothanur
2,2,65,1400,2,4642.857143,Built-up  Area,Ready To Move,Kothanur
2,2,59,1195,2,4937.238494,Super built-up  Area,Ready To Move,Kothanur
3,2,120,1790,3,6703.910615,Super built-up  Area,Ready To Move,Kothanur
3,3,71.5,1454,3,4917.469051,Super built-up  Area,Ready To Move,Kothanur
2,2,38,1100,2,3454.545455,Super built-up  Area,Ready To Move,Whitefield
3,1.584375738,285,2180,3,13073.3945,Super built-up  Area,Ready To Move,Whitefield
3,3,273,2180,3,12522.93578,Super built-up  Area,Ready To Move,Whitefield
2,1,53.5,1152,2,4644.097222,Super built-up  Area,Ready To Move,Kudlu
2,2,43,1027,2,4186.952288,Super built-up  Area,Ready To Move,Kudlu
2,2,44,1092,2,4029.304029,Super built-up  Area,Ready To Move,Kudlu
2,2,43,1027,2,4186.952288,Super built-up  Area,Ready To Move,Kudlu
2,2,44,1092,2,4029.304029,Super built-up  Area,Ready To Move,Kudlu
2,1,55,1143,2,4811.898513,Super built-up  Area,Ready To Move,Kudlu
2,2,44,1024,2,4296.875,Super built-up  Area,Ready To Move,Kudlu
3,3,79,1600,3,4937.5,Built-up  Area,Ready To Move,Kudlu
2,2,42,1027,2,4089.581305,Super built-up  Area,Ready To Move,Kudlu
2,1,50,1076,2,4646.840149,Built-up  Area,Ready To Move,Kudlu
2,2,44,1027,2,4284.323272,Super built-up  Area,Ready To Move,Kudlu
2,1,53,1084,2,4889.298893,Super built-up  Area,Ready To Move,Kudlu
2,2,56,1300,2,4307.692308,Built-up  Area,Ready To Move,Kudlu
2,2,44,1027,2,4284.323272,Built-up  Area,Ready To Move,Kudlu
2,1,60,1245,3,4819.277108,Super built-up  Area,Ready To Move,Kudlu
2,1,44,1027,2,4284.323272,Super built-up  Area,Ready To Move,Kudlu
2,1,46,1110,2,4144.144144,Built-up  Area,Ready To Move,Kudlu
3,1,114,2100,4,5428.571429,Super built-up  Area,Ready To Move,Kudlu
2,2,44,1027,2,4284.323272,Super built-up  Area,Ready To Move,Kudlu
1,1,33,720,1,4583.333333,Super built-up  Area,Ready To Move,Kudlu
2,2,44,1027,2,4284.323272,Super built-up  Area,Ready To Move,Kudlu
2,1,52,1162,2,4475.043029,Super built-up  Area,Ready To Move,Kudlu
2,1,53,1041,2,5091.258405,Super built-up  Area,Ready To Move,Kudlu
3,2,83,1535,3,5407.166124,Super built-up  Area,Ready To Move,Kudlu Gate
3,2,85,1535,3,5537.459283,Super built-up  Area,Ready To Move,Kudlu Gate
3,2,86,1535,3,5602.605863,Super built-up  Area,Ready To Move,Kudlu Gate
2,1,92,1564,3,5882.352941,Super built-up  Area,Ready To Move,Kudlu Gate
2,3,55,1238,2,4442.649435,Super built-up  Area,Ready To Move,Kudlu Gate
3,2,89,1335,3,6666.666667,Built-up  Area,Ready To Move,Kudlu Gate
1,1,52,703,1,7396.870555,Super built-up  Area,Ready To Move,Kudlu Gate
3,2,86,1535,3,5602.605863,Super built-up  Area,Ready To Move,Kudlu Gate
3,2,83,1532,3,5417.754569,Super built-up  Area,Ready To Move,Kudlu Gate
2,1,50,1113,2,4492.362983,Super built-up  Area,Ready To Move,Kudlu Gate
2,1,50,1185,2,4219.409283,Super built-up  Area,Ready To Move,Kudlu Gate
2,1,45,1215,2,3703.703704,Super built-up  Area,Ready To Move,Kudlu Gate
2,1,38.25,812,2,4710.591133,Built-up  Area,Ready To Move,Kudlu Gate
2,2,103,1547,2,6658.047835,Super built-up  Area,Ready To Move,Kudlu Gate
2,1,86,1336,2,6437.125749,Built-up  Area,Ready To Move,Kudlu Gate
3,2,121,1919,3,6305.367379,Built-up  Area,Ready To Move,Kudlu Gate
3,3,56,1464,2,3825.136612,Super built-up  Area,Ready To Move,Kudlu Gate
3,2,85,1535,3,5537.459283,Super built-up  Area,Ready To Move,Kudlu Gate
3,2,120,1850,3,6486.486486,Super built-up  Area,Ready To Move,Kudlu Gate
2,1,69.57,940,2,7401.06383,Super built-up  Area,Ready To Move,Kudlu Gate
2,1,44.96,1215,2,3700.411523,Super built-up  Area,Ready To Move,Kudlu Gate
2,2,75,1164,2,6443.298969,Built-up  Area,Ready To Move,Kudlu Gate
2,1,79.54,1183,2,6723.584108,Super built-up  Area,Ready To Move,Kudlu Gate
3,2,110,1850,3,5945.945946,Super built-up  Area,Ready To Move,Kudlu Gate
2,1,79.54,1183,2,6723.584108,Super built-up  Area,Ready To Move,Kudlu Gate
2,1,44.4,1200,2,3700,Super built-up  Area,Ready To Move,Kudlu Gate
2,2,53,1310,2,4045.801527,Built-up  Area,Ready To Move,Kudlu Gate
2,2,60,1060,2,5660.377358,Built-up  Area,Ready To Move,Whitefield
4,1.584375738,350,2200,3,15909.09091,Super built-up  Area,Ready To Move,Whitefield
3,3,207,2000,3,10350,Super built-up  Area,Ready To Move,Whitefield
2,0,250,1150,2,21739.13043,Built-up  Area,Ready To Move,Whitefield
5,1,800,3500,4,22857.14286,Plot  Area,Ready To Move,Whitefield
2,2,52.6,1240,2,4241.935484,Super built-up  Area,Ready To Move,Whitefield
2,2,65,1488,3,4368.27957,Built-up  Area,Ready To Move,Whitefield
2,2,65,1486,3,4374.158816,Super built-up  Area,Ready To Move,Whitefield
4,1,139,2000,4,6950,Plot  Area,Ready To Move,Whitefield
2,1,48.5,1000,2,4850,Super built-up  Area,Ready To Move,Whitefield
2,1,58,1000,2,5800,Super built-up  Area,Ready To Move,Whitefield
2,1,125,2400,3,5208.333333,Built-up  Area,Ready To Move,Whitefield
2,1,70,1310,3,5343.51145,Built-up  Area,Ready To Move,Whitefield
1,1,78,850,1,9176.470588,Built-up  Area,Ready To Move,Whitefield
7,0,150,3200,7,4687.5,Built-up  Area,Ready To Move,Whitefield
2,1,85,1310,3,6488.549618,Built-up  Area,Ready To Move,Whitefield
3,2,110,2450,4,4489.795918,Built-up  Area,Ready To Move,Whitefield
7,3,145,3100,7,4677.419355,Built-up  Area,Ready To Move,Whitefield
3,1,75,1200,3,6250,Built-up  Area,Ready To Move,Whitefield
2,3,60,1081,2,5550.416281,Super built-up  Area,Ready To Move,Whitefield
2,2,50,1180,2,4237.288136,Super built-up  Area,Ready To Move,Whitefield
3,2,125,1724,3,7250.580046,Super built-up  Area,Ready To Move,Kundalahalli
2,2,49,1030,2,4757.281553,Built-up  Area,Ready To Move,Kundalahalli
2,1,57.99,735,2,7889.795918,Super built-up  Area,Ready To Move,Kundalahalli
2,1,82,1047,2,7831.900669,Built-up  Area,Ready To Move,Kundalahalli
3,3,105,1397,3,7516.105941,Super built-up  Area,Ready To Move,Kundalahalli
3,2,127,1724,3,7366.589327,Super built-up  Area,Ready To Move,Kundalahalli
2,1,49.27,1010,2,4878.217822,Super built-up  Area,Ready To Move,Kundalahalli
3,2,110,1397,3,7874.015748,Super built-up  Area,Ready To Move,Kundalahalli
3,2,104,1397,3,7444.52398,Super built-up  Area,Ready To Move,Kundalahalli
3,3,108,1397,3,7730.851825,Super built-up  Area,Ready To Move,Kundalahalli
3,2,150,1920,3,7812.5,Super built-up  Area,Ready To Move,Kundalahalli
3,3,105,1397,3,7516.105941,Super built-up  Area,Ready To Move,Kundalahalli
3,2,124,1724,3,7192.575406,Super built-up  Area,Ready To Move,Kundalahalli
2,1,84,1047,2,8022.922636,Super built-up  Area,Ready To Move,Kundalahalli
2,1,83,1047,2,7927.411652,Super built-up  Area,Ready To Move,Kundalahalli
4,3,550,7000,4,7857.142857,Plot  Area,Ready To Move,Kundalahalli
2,1,53.76,1120,2,4800,Super built-up  Area,Ready To Move,Kundalahalli
2,1,82.62,1047,2,7891.117479,Super built-up  Area,Ready To Move,Kundalahalli
2,1,91,1047,2,8691.499522,Super built-up  Area,Ready To Move,Kundalahalli
3,1,146,1724,3,8468.677494,Super built-up  Area,Ready To Move,Kundalahalli
3,2,170,1600,3,10625,Plot  Area,Ready To Move,Kundalahalli
3,1,125,1724,3,7250.580046,Super built-up  Area,Ready To Move,Kundalahalli
2,1,48.27,1010,2,4779.207921,Super built-up  Area,Ready To Move,Kundalahalli
2,1,89,1047,2,8500.477555,Super built-up  Area,Ready To Move,Kundalahalli
5,2,245,2500,4,9800,Plot  Area,Ready To Move,Kundalahalli
3,3,105,1397,3,7516.105941,Super built-up  Area,Ready To Move,Kundalahalli
2,1,72,1047,2,6876.790831,Super built-up  Area,Ready To Move,Kundalahalli
2,0,58,1260,2,4603.174603,Built-up  Area,Ready To Move,Kundalahalli
4,3,230,3092,4,7438.5511,Built-up  Area,Ready To Move,Kundalahalli
2,1,70,1065,2,6572.769953,Built-up  Area,Ready To Move,Kundalahalli
3,1,146,1724,3,8468.677494,Super built-up  Area,Ready To Move,Kundalahalli
2,2,91,1047,2,8691.499522,Super built-up  Area,Ready To Move,Kundalahalli
3,2,128,1724,3,7424.593968,Super built-up  Area,Ready To Move,Kundalahalli
2,3,74,1315,2,5627.376426,Super built-up  Area,Ready To Move,Kundalahalli
3,2,150,2100,3,7142.857143,Built-up  Area,Ready To Move,Kundalahalli
3,1,125,1724,3,7250.580046,Super built-up  Area,Ready To Move,Kundalahalli
3,3,140,1724,3,8120.649652,Super built-up  Area,Ready To Move,Kundalahalli
2,1,65,1175,2,5531.914894,Super built-up  Area,Ready To Move,Kundalahalli
2,1,69,1280,2,5390.625,Built-up  Area,Ready To Move,Whitefield
2,2,90,1505,2,5980.066445,Super built-up  Area,Ready To Move,Whitefield
3,2,140,2600,3,5384.615385,Super built-up  Area,Ready To Move,Whitefield
3,3,95,1800,3,5277.777778,Super built-up  Area,Ready To Move,Whitefield
3,0,70,1200,3,5833.333333,Plot  Area,Ready To Move,Whitefield
1,0,69,1200,1,5750,Built-up  Area,Ready To Move,Whitefield
1,1,25,450,1,5555.555556,Super built-up  Area,Ready To Move,Whitefield
2,2,55,1043,2,5273.25024,Super built-up  Area,Ready To Move,Whitefield
1,2,32,665,1,4812.030075,Super built-up  Area,Ready To Move,Whitefield
2,2,80,1400,3,5714.285714,Super built-up  Area,Ready To Move,Whitefield
2,1,62,1184,2,5236.486486,Super built-up  Area,Ready To Move,Whitefield
